"","x"
"island",2
"jobs",2
"judicial",2
"justified",2
"karachi",2
"kazakhstan",2
"keen",2
"khushhali",2
"kwh",2
"lacking",2
"lacks",2
"lag",2
"lanes",2
"lastly",2
"latest",2
"laudable",2
"layer",2
"layers",2
"lbp",2
"leader",2
"leaders",2
"lend",2
"lender",2
"lihs",2
"limiting",2
"linkage",2
"linkages",2
"liquidity",2
"living",2
"logistical",2
"loss",2
"losses",2
"lost",2
"lowered",2
"maf",2
"mainstreaming",2
"mandates",2
"manual",2
"mapping",2
"maritime",2
"match",2
"matched",2
"matter",2
"maturity",2
"mcl",2
"meaningfully",2
"mef",2
"memo",2
"metering",2
"micro",2
"microcredit",2
"mind",2
"minister",2
"mis",2
"missed",2
"missing",2
"mitigating",2
"mobilize",2
"mobilized",2
"modifications",2
"momentum",2
"monetary",2
"month",2
"mortgage",2
"mpdf",2
"mprdc",2
"mpwt",2
"mtl",2
"multi",2
"multitranche",2
"municipalities",2
"nations",2
"nationwide",2
"navigation",2
"necessitate",2
"net",2
"networks",2
"newly",2
"nia",2
"nlis",2
"nonperforming",2
"nonsovereign",2
"nonstructural",2
"norms",2
"observe",2
"obstacles",2
"obtain",2
"obtaining",2
"occurred",2
"occurrences",2
"open",2
"opening",2
"operationalization",2
"opinion",2
"optimal",2
"options",2
"orm",2
"outer",2
"outline",2
"outlines",2
"overlapping",2
"overruns",2
"overseas",2
"pacing",2
"pandemic",2
"panels",2
"paradigm",2
"partnerships",2
"pass",2
"path",2
"pbme",2
"pco",2
"penalties",2
"performed",2
"performing",2
"permits",2
"perspective",2
"pertained",2
"pertains",2
"pfm",2
"philippine",2
"picture",2
"pie",2
"pivotal",2
"plants",2
"platform",2
"player",2
"pmos",2
"ports",2
"possibility",2
"ppta",2
"precondition",2
"preconstruction",2
"prefecture",2
"prefer",2
"preferred",2
"preparedness",2
"prequalified",2
"prescription",2
"presents",2
"prevented",2
"prmp",2
"proactively",2
"produce",2
"produced",2
"product",2
"profitability",2
"profitable",2
"projected",2
"promotes",2
"property",2
"proponents",2
"proposal",2
"prospect",2
"protracted",2
"provider",2
"psod",2
"pursuing",2
"qualifications",2
"qualitative",2
"quantitative",2
"quarterly",2
"questionable",2
"questions",2
"rakyat",2
"ramifications",2
"rating",2
"rbac",2
"reaching",2
"readily",2
"reaffirm",2
"realistically",2
"reallocation",2
"reason",2
"reb",2
"rebuilding",2
"receive",2
"received",2
"receptivity",2
"recipient",2
"recipients",2
"record",2
"recorded",2
"recruiting",2
"recycled",2
"reengineering",2
"reevaluated",2
"refers",2
"reflected",2
"reflecting",2
"reflective",2
"registration",2
"regularly",2
"rehabilitating",2
"reinforce",2
"reiterated",2
"reiterates",2
"relations",2
"reliable",2
"rely",2
"remaining",2
"remains",2
"remote",2
"remuneration",2
"reorganization",2
"reorganizing",2
"repaid",2
"repeat",2
"replace",2
"represents",2
"restoration",2
"restrictions",2
"return",2
"returns",2
"revealed",2
"revised",2
"revising",2
"revision",2
"revisions",2
"rising",2
"roughness",2
"routine",2
"rufiyaa",2
"sale",2
"sanctions",2
"saving",2
"scarce",2
"sccs",2
"scrutinize",2
"scrutinized",2
"season",2
"secretariat",2
"securing",2
"securities",2
"seeking",2
"segment",2
"sensitive",2
"separation",2
"sequentially",2
"sets",2
"settlement",2
"severe",2
"sgia",2
"shared",2
"shareholders",2
"sharp",2
"shelter",2
"shifted",2
"shortly",2
"shown",2
"sides",2
"signals",2
"signed",2
"simplified",2
"simply",2
"slices",2
"slippage",2
"socialized",2
"socio",2
"soft",2
"soil",2
"solely",2
"sort",2
"spb",2
"specialists",2
"standing",2
"starts",2
"station",2
"statutory",2
"stood",2
"streamline",2
"strengths",2
"strictly",2
"stringent",2
"structured",2
"subject",2
"submission",2
"substation",2
"suffered",2
"suited",2
"sunset",2
"supervising",2
"surveillance",2
"sustainably",2
"swap",2
"synchronized",2
"synergies",2
"systemic",2
"tapped",2
"taught",2
"teaching",2
"techniques",2
"tender",2
"tenure",2
"termination",2
"tesda",2
"tested",2
"tevt",2
"theme",2
"thought",2
"threat",2
"tied",2
"timeline",2
"tonga",2
"tool",2
"traced",2
"tracking",2
"tradition",2
"train",2
"transaction",2
"transactions",2
"transco",2
"transitional",2
"transpired",2
"trends",2
"triggers",2
"true",2
"tvet",2
"ultimate",2
"underestimated",2
"undermined",2
"underpins",2
"underscores",2
"unforeseen",2
"uniform",2
"united",2
"unrealistic",2
"unresolved",2
"unsuccessful",2
"unutilized",2
"upazila",2
"upcoming",2
"update",2
"upgrade",2
"upgrading",2
"urgent",2
"urges",2
"usage",2
"utility",2
"utilized",2
"utilizing",2
"uty",2
"valuation",2
"values",2
"variation",2
"vast",2
"vehicle",2
"vehicles",2
"ventures",2
"verify",2
"violence",2
"visits",2
"volatile",2
"voluntary",2
"volunteerism",2
"waive",2
"warranted",2
"wasted",2
"weakened",2
"weather",2
"weight",2
"west",2
"wholesale",2
"widely",2
"wiring",2
"workable",2
"workers",2
"worthwhile",2
"wss",2
"wua",2
"yielded",2
"abandonment",1
"abreast",1
"abruptly",1
"absorb",1
"absorbing",1
"abundantly",1
"accelerate",1
"accelerated",1
"acceptability",1
"accepting",1
"accepts",1
"accessed",1
"accessing",1
"accidents",1
"accompany",1
"accomplishment",1
"accorded",1
"accrued",1
"acknowledging",1
"acquired",1
"acquiring",1
"activated",1
"adapted",1
"additionally",1
"additions",1
"adjoining",1
"administered",1
"administrators",1
"advancement",1
"advisor",1
"advocate",1
"affairs",1
"affecting",1
"affiliated",1
"afford",1
"afforded",1
"afghan",1
"afterward",1
"agents",1
"aggregations",1
"ago",1
"agribusiness",1
"agribusinesses",1
"aim",1
"aimed",1
"airing",1
"airports",1
"ajp",1
"akin",1
"alerted",1
"aligns",1
"alleviating",1
"alliance",1
"alliances",1
"allied",1
"allocates",1
"allotment",1
"allowable",1
"allowances",1
"alluded",1
"alongside",1
"alternatively",1
"ambitions",1
"amended",1
"amending",1
"amid",1
"aml",1
"amounted",1
"ample",1
"analytic",1
"angat",1
"anhui",1
"annex",1
"annuities",1
"annulment",1
"answer",1
"antipoverty",1
"appeared",1
"appearing",1
"applicability",1
"applies",1
"appointments",1
"appraised",1
"appraising",1
"appreciable",1
"appreciates",1
"apscl",1
"aqueduct",1
"arc",1
"architecture",1
"argued",1
"arid",1
"arise",1
"arises",1
"armenia",1
"armenian",1
"arrangementsï",1
"arrears",1
"arriving",1
"ascertain",1
"ashuganj",1
"asphalt",1
"assam",1
"assesses",1
"assign",1
"assistant",1
"assumed",1
"assumes",1
"assuming",1
"assuring",1
"asycuda",1
"atoll",1
"atolls",1
"attaches",1
"attachment",1
"attainable",1
"attempting",1
"attitudinal",1
"attributable",1
"attribute",1
"auditing",1
"augment",1
"australia",1
"automatic",1
"automatically",1
"automation",1
"avail",1
"availed",1
"avert",1
"awdr",1
"azerbaijan",1
"backfire",1
"badan",1
"balanced",1
"balancing",1
"bappenas",1
"barani",1
"barely",1
"barki",1
"bear",1
"begin",1
"behalf",1
"behave",1
"beliefs",1
"believes",1
"benchmarks",1
"besdp",1
"bias",1
"bids",1
"big",1
"biogas",1
"bittaheen",1
"blueprint",1
"boards",1
"bold",1
"border",1
"borrow",1
"borrowed",1
"bought",1
"boundaries",1
"bpg",1
"branch",1
"branches",1
"branding",1
"brdb",1
"breadth",1
"briefly",1
"brush",1
"bsf",1
"bssf",1
"buddhist",1
"buildings",1
"bukidnon",1
"bulk",1
"burdened",1
"burdens",1
"bureau",1
"bureaucracy",1
"businesses",1
"cadre",1
"calamities",1
"calculated",1
"calibrating",1
"cambodge",1
"canal",1
"cancellations",1
"candidates",1
"capitalization",1
"caps",1
"carbon",1
"career",1
"cargo",1
"cascade",1
"cased",1
"catalyzing",1
"category",1
"cater",1
"causing",1
"caution",1
"cautionary",1
"cautioned",1
"cautiously",1
"ccb",1
"ccf",1
"ccp",1
"cdd",1
"cdm",1
"cdpr",1
"ceb",1
"cei",1
"centers",1
"cfmdp",1
"chain",1
"challenged",1
"characteristics",1
"chc",1
"checklist",1
"checks",1
"childhood",1
"choices",1
"chui",1
"claim",1
"clarified",1
"clarify",1
"clarifying",1
"classification",1
"clearances",1
"closed",1
"closest",1
"cls",1
"clustering",1
"cmdp",1
"cmea",1
"coa",1
"codes",1
"coffee",1
"cogent",1
"cognizance",1
"cohesive",1
"collaborated",1
"collapse",1
"collapsed",1
"collective",1
"colombo",1
"combat",1
"combating",1
"combines",1
"combining",1
"command",1
"commenced",1
"comments",1
"commercially",1
"commissioned",1
"commissioner",1
"commissioning",1
"commit",1
"commonwealth",1
"communes",1
"communicate",1
"communicated",1
"comparatively",1
"compatibility",1
"competences",1
"competition",1
"complain",1
"complement",1
"complemented",1
"complements",1
"completeness",1
"completing",1
"comprehensiveness",1
"comprised",1
"comprises",1
"compromised",1
"compromising",1
"computer",1
"concentrate",1
"concentrations",1
"conceptual",1
"concludes",1
"concurrently",1
"conditional",1
"conduits",1
"conference",1
"confines",1
"confirm",1
"confirmation",1
"conflicts",1
"conform",1
"conformity",1
"confronted",1
"confusing",1
"connectivity",1
"conscientious",1
"conscious",1
"conseils",1
"consequences",1
"consequent",1
"conserve",1
"conserving",1
"consisting",1
"consonance",1
"constituted",1
"constitutional",1
"constructively",1
"consumables",1
"consumer",1
"consuming",1
"contiguity",1
"contiguous",1
"contingency",1
"contingent",1
"continuum",1
"contracted",1
"contrary",1
"contributes",1
"contributors",1
"controlled",1
"controls",1
"convenience",1
"convenient",1
"convening",1
"conventions",1
"conversely",1
"convertibility",1
"conviction",1
"cook",1
"coral",1
"correspond",1
"costing",1
"cottage",1
"councils",1
"counter",1
"counteract",1
"counterparts",1
"coupled",1
"courses",1
"cpo",1
"crafting",1
"creates",1
"credible",1
"credited",1
"creditworthiness",1
"crises",1
"criterion",1
"critically",1
"crm",1
"crop",1
"crops",1
"cross",1
"crossing",1
"crowd",1
"csp",1
"ctc",1
"culture",1
"customized",1
"dab",1
"dam",1
"damage",1
"damaged",1
"dams",1
"dan",1
"danish",1
"database",1
"days",1
"deadlines",1
"dealings",1
"deals",1
"death",1
"debatable",1
"debate",1
"declaration",1
"declined",1
"declines",1
"declining",1
"decoupled",1
"decoupling",1
"deemed",1
"deeply",1
"default",1
"defer",1
"deferred",1
"deferring",1
"defines",1
"definitions",1
"deformation",1
"deformed",1
"delinking",1
"democratic",1
"demonstrably",1
"demonstrational",1
"dense",1
"density",1
"departed",1
"departing",1
"dependence",1
"dependency",1
"dependent",1
"deploying",1
"depp",1
"deputed",1
"deputy",1
"derailed",1
"derives",1
"des",1
"desco",1
"describing",1
"description",1
"designï",1
"desirability",1
"detached",1
"detect",1
"deteriorate",1
"deterioration",1
"determination",1
"detrimental",1
"developmental",1
"devote",1
"dffw",1
"dfis",1
"dgrd",1
"diagnosis",1
"diagnostic",1
"dictated",1
"dictates",1
"differentiated",1
"differently",1
"diffuse",1
"diligent",1
"diminished",1
"directed",1
"director",1
"disaggregated",1
"disagreements",1
"disagrees",1
"disband",1
"disciplines",1
"discourage",1
"discuss",1
"discusses",1
"disease",1
"disparities",1
"dispensing",1
"dispersed",1
"dispute",1
"disrupted",1
"dissatisfaction",1
"disseminate",1
"dissipate",1
"distance",1
"distortions",1
"distracted",1
"distribute",1
"districtsï",1
"diversified",1
"diversion",1
"divested",1
"divide",1
"divisive",1
"divorced",1
"doable",1
"doctors",1
"documented",1
"doi",1
"dominate",1
"don",1
"doubly",1
"downloading",1
"downstream",1
"downturn",1
"drawing",1
"drifting",1
"drop",1
"dry",1
"duplication",1
"dynamic",1
"dynamics",1
"dysfunctional",1
"eals",1
"earliest",1
"earthwork",1
"east",1
"eco",1
"economically",1
"economics",1
"edc",1
"elaborating",1
"elapsed",1
"electrical",1
"electricite",1
"electro",1
"element",1
"eligibility",1
"elucidate",1
"embankment",1
"embarking",1
"embedded",1
"emerge",1
"emissions",1
"empirical",1
"employees",1
"employers",1
"employment",1
"empowers",1
"enacted",1
"enacting",1
"encounter",1
"ended",1
"ends",1
"enduring",1
"engages",1
"engender",1
"engineer",1
"engineers",1
"enhancement",1
"enhances",1
"ensconced",1
"ensue",1
"ensuing",1
"entailed",1
"entails",1
"entered",1
"enthusiasm",1
"entrusted",1
"entry",1
"envelope",1
"environmentally",1
"equal",1
"equipping",1
"errors",1
"escalation",1
"espousing",1
"estimations",1
"eventual",1
"eventually",1
"everbright",1
"evidenced",1
"evolved",1
"evolving",1
"exact",1
"examining",1
"exception",1
"excluding",1
"exclusive",1
"exemplary",1
"exemplified",1
"exert",1
"exogenous",1
"expatriate",1
"expectation",1
"expects",1
"expeditious",1
"expending",1
"expert",1
"explicitly",1
"exponentially",1
"export",1
"expressed",1
"expressways",1
"extend",1
"extracting",1
"extraction",1
"extreme",1
"faces",1
"facets",1
"facie",1
"facilitates",1
"facilitation",1
"facing",1
"facto",1
"factored",1
"factual",1
"fair",1
"fairly",1
"faithful",1
"false",1
"familiarity",1
"familiarization",1
"family",1
"farms",1
"fatal",1
"faults",1
"faulty",1
"feature",1
"federal",1
"federation",1
"feeder",1
"feel",1
"felt",1
"ferry",1
"ffd",1
"fidic",1
"fielded",1
"fielding",1
"fields",1
"fight",1
"figures",1
"fil",1
"finalize",1
"finalized",1
"finalizing",1
"financially",1
"financier",1
"finished",1
"fired",1
"firmed",1
"firmly",1
"firr",1
"firstly",1
"fiscally",1
"fishing",1
"flag",1
"flounder",1
"flows",1
"fluid",1
"foregoing",1
"forestry",1
"formalized",1
"forthright",1
"fosters",1
"founded",1
"fraction",1
"fragile",1
"frames",1
"fraud",1
"frequency",1
"fresh",1
"friendliness",1
"front",1
"frontline",1
"fulfillment",1
"fullest",1
"gaining",1
"gaps",1
"gasification",1
"gef",1
"generating",1
"generators",1
"geographical",1
"geologic",1
"gist",1
"giving",1
"globally",1
"grade",1
"grains",1
"greatly",1
"greenhouse",1
"grid",1
"grounded",1
"groundwater",1
"grouped",1
"grouping",1
"grow",1
"grsp",1
"guiding",1
"half",1
"halfheartedly",1
"handbooks",1
"handed",1
"handedly",1
"handholding",1
"handled",1
"hangzhou",1
"happened",1
"harbor",1
"hard",1
"harder",1
"hastened",1
"hastily",1
"hdm",1
"heads",1
"headworks",1
"healthy",1
"heart",1
"helping",1
"hfcs",1
"hic",1
"hidden",1
"highest",1
"highlands",1
"highlight",1
"highlighting",1
"hilly",1
"hinges",1
"hired",1
"hiring",1
"hmg",1
"hmwsccc",1
"hoc",1
"holding",1
"holistic",1
"home",1
"homes",1
"hope",1
"hoped",1
"horizon",1
"horizons",1
"host",1
"humanitarian",1
"hurdles",1
"hydroelectric",1
"hydrological",1
"iafsp",1
"ias",1
"identifiable",1
"idle",1
"ifc",1
"ill",1
"imf",1
"imminent",1
"immune",1
"impacted",1
"impede",1
"imperative",1
"implementable",1
"implies",1
"implying",1
"importantly",1
"importing",1
"imports",1
"impose",1
"imt",1
"inaccurate",1
"inadequacy",1
"inadequately",1
"inappropriately",1
"incomes",1
"inconsistencies",1
"inconsistent",1
"inconveniences",1
"increasingly",1
"incurred",1
"incurring",1
"indian",1
"indication",1
"indications",1
"indicator",1
"individuals",1
"indonesian",1
"industrial",1
"industries",1
"ineffectiveness",1
"inefficient",1
"inertia",1
"inevitable",1
"inevitably",1
"inexpensive",1
"infact",1
"infectious",1
"inferior",1
"inferred",1
"influencing",1
"influential",1
"infusion",1
"inge",1
"ingrained",1
"inhibited",1
"inimical",1
"initially",1
"initiating",1
"innovate",1
"innovations",1
"insightful",1
"insights",1
"insignificant",1
"insisted",1
"insistent",1
"insisting",1
"insists",1
"inspectors",1
"instabilities",1
"instability",1
"instances",1
"institute",1
"institutionalize",1
"institutionalized",1
"instruction",1
"instructional",1
"instrumental",1
"instruments",1
"integral",1
"integration",1
"integrity",1
"intensely",1
"intent",1
"interacting",1
"interested",1
"interface",1
"interfere",1
"interior",1
"intermediate",1
"interministerial",1
"internalize",1
"internalized",1
"internationale",1
"internationally",1
"interpret",1
"interpretation",1
"interrelation",1
"intervals",1
"intervened",1
"interventionist",1
"intra",1
"intrinsically",1
"introduces",1
"invariably",1
"investible",1
"investigated",1
"investors",1
"invoice",1
"involuntary",1
"ipo",1
"ipos",1
"ira",1
"iran",1
"irregular",1
"irrelevant",1
"irrigators",1
"islamic",1
"isolated",1
"issuance",1
"issued",1
"iterative",1
"iwrmu",1
"japan",1
"joined",1
"jordan",1
"jsc",1
"judged",1
"judging",1
"judgment",1
"judiciously",1
"june",1
"jurisdictions",1
"justice",1
"justify",1
"kabul",1
"keeping",1
"kesc",1
"keuangan",1
"kits",1
"knowing",1
"kpmg",1
"laboratory",1
"laid",1
"landlocked",1
"lapses",1
"lar",1
"larp",1
"lasts",1
"lauds",1
"launched",1
"launching",1
"laundering",1
"lay",1
"lbat",1
"leading",1
"leads",1
"legislations",1
"legislature",1
"lenders",1
"lengthy",1
"lessen",1
"leste",1
"letters",1
"levying",1
"lgo",1
"lgrdd",1
"liaising",1
"liaison",1
"lies",1
"lieu",1
"lighting",1
"lightly",1
"lih",1
"limitation",1
"lining",1
"listing",1
"lists",1
"literacy",1
"livestock",1
"lmi",1
"loaded",1
"loanable",1
"localization",1
"locally",1
"logic",1
"logistics",1
"loose",1
"lose",1
"maa",1
"machinery",1
"macroeconomic",1
"madhya",1
"magnitude",1
"mainstream",1
"mainstreamed",1
"mainstreams",1
"maintenence",1
"majority",1
"managerial",1
"mandated",1
"mandatory",1
"manila",1
"manpower",1
"marabong",1
"margins",1
"marshall",1
"mask",1
"master",1
"materializes",1
"mawa",1
"maximizes",1
"maximizing",1
"measuring",1
"mechanical",1
"median",1
"medical",1
"meetings",1
"membership",1
"memorandums",1
"memory",1
"men",1
"mention",1
"mentoring",1
"merited",1
"merits",1
"meshed",1
"methane",1
"meticulous",1
"meticulously",1
"mfem",1
"mff",1
"mfi",1
"microenterprises",1
"microloans",1
"midpoint",1
"migrants",1
"milestone",1
"milestones",1
"millenium",1
"millimeters",1
"mindanao",1
"mindsets",1
"mine",1
"minimal",1
"minimizes",1
"minimum",1
"minorities",1
"misallocation",1
"mismatch",1
"mistakes",1
"misuse",1
"mixed",1
"moa",1
"moad",1
"mobile",1
"modernization",1
"modernizing",1
"modes",1
"modest",1
"modify",1
"modifying",1
"moes",1
"mof",1
"moh",1
"moi",1
"monarchial",1
"monitorable",1
"monitors",1
"monks",1
"monthly",1
"mor",1
"motivated",1
"motivations",1
"movements",1
"mre",1
"mrtt",1
"msmes",1
"mtr",1
"multiagency",1
"multicomponent",1
"multicountry",1
"multidimensional",1
"multidonor",1
"multilateral",1
"multisectoral",1
"mutual",1
"mutually",1
"mwrlr",1
"nai",1
"napc",1
"narrow",1
"ndb",1
"ndtf",1
"nearby",1
"necessitates",1
"neda",1
"needing",1
"negotiated",1
"negotiating",1
"neighborhoods",1
"neighboring",1
"netherlands",1
"nfa",1
"nha",1
"nhai",1
"nhb",1
"nieurs",1
"noble",1
"nominated",1
"nonagricultural",1
"nonbanking",1
"noncompliance",1
"nonexistent",1
"nonfarm",1
"nonfinancial",1
"nonrecipients",1
"nonviable",1
"notable",1
"notably",1
"notice",1
"noting",1
"notion",1
"notions",1
"notwithstanding",1
"nptc",1
"nrw",1
"ntfps",1
"nullified",1
"numbers",1
"nzaid",1
"objectively",1
"oblast",1
"obligor",1
"obsolescence",1
"obtained",1
"occurs",1
"official",1
"offtaker",1
"oftentimes",1
"oil",1
"onset",1
"onstream",1
"opened",1
"operates",1
"operationalizes",1
"opines",1
"opposition",1
"opted",1
"optimize",1
"ordinary",1
"ordination",1
"organize",1
"organizers",1
"organizing",1
"originally",1
"ostensibly",1
"outpacing",1
"outstanding",1
"overambitious",1
"overcome",1
"overdependence",1
"overlooked",1
"overpriced",1
"overrun",1
"oversee",1
"overseeing",1
"oversized",1
"overstaffing",1
"overwhelmed",1
"overwrought",1
"paced",1
"packaged",1
"padding",1
"panel",1
"parameter",1
"paraphrased",1
"paris",1
"parliamentary",1
"participated",1
"partnered",1
"partnering",1
"pasig",1
"patterns",1
"paying",1
"payoffs",1
"pbi",1
"pcb",1
"peace",1
"pedagogical",1
"pedagogy",1
"peers",1
"pefga",1
"pembangunan",1
"penalty",1
"penetration",1
"pengawasan",1
"perceived",1
"perceives",1
"perennial",1
"perfecting",1
"permanent",1
"permissible",1
"perpetuate",1
"persevere",1
"persistence",1
"persistent",1
"person",1
"perspectives",1
"persuasive",1
"pertain",1
"peso",1
"pest",1
"pesticide",1
"pfi",1
"pgcb",1
"phc",1
"phu",1
"physically",1
"picked",1
"piecemeal",1
"piloting",1
"pio",1
"pipeline",1
"pipelines",1
"pius",1
"places",1
"plagued",1
"planners",1
"plantation",1
"plausibly",1
"plenty",1
"pmpl",1
"pointing",1
"police",1
"policymakers",1
"politically",1
"politicization",1
"pool",1
"popularity",1
"populations",1
"port",1
"portfolios",1
"posed",1
"poses",1
"posing",1
"positioned",1
"positively",1
"posits",1
"possession",1
"postal",1
"postpone",1
"postponed",1
"postponing",1
"pourashavas",1
"ppg",1
"ppius",1
"ppme",1
"ppp",1
"ppsb",1
"practitioners",1
"pradesh",1
"pradeshiya",1
"pras",1
"prcï",1
"preceded",1
"precedent",1
"preceding",1
"precipitate",1
"precipitation",1
"precise",1
"preconceived",1
"preconditions",1
"predecessor",1
"predictive",1
"preempted",1
"preferable",1
"preferences",1
"premature",1
"prepayment",1
"prerequisite",1
"prescriptive",1
"presence",1
"presentation",1
"pressures",1
"prevail",1
"prevents",1
"previously",1
"prima",1
"primarily",1
"prime",1
"principally",1
"prioritize",1
"prioritized",1
"prioritizes",1
"privatization",1
"privatize",1
"privatizing",1
"prm",1
"probability",1
"problematic",1
"problemï",1
"proclaimed",1
"procured",1
"procurementï",1
"procuring",1
"producing",1
"productive",1
"productivity",1
"professionally",1
"professionals",1
"profiles",1
"programme",1
"progressed",1
"progressive",1
"projecct",1
"projectï",1
"projection",1
"promised",1
"promulgating",1
"prone",1
"propagating",1
"properties",1
"propose",1
"proprietary",1
"prorated",1
"protect",1
"protecting",1
"province",1
"proving",1
"provisioning",1
"prrc",1
"prscs",1
"prudence",1
"psd",1
"psdp",1
"psos",1
"publicly",1
"pump",1
"punitive",1
"pursue",1
"pursuit",1
"pushing",1
"puts",1
"putting",1
"pwd",1
"quantified",1
"quantities",1
"quarters",1
"questioned",1
"queues",1
"quick",1
"quicker",1
"rail",1
"railways",1
"rain",1
"ranking",1
"rapidly",1
"rapport",1
"rare",1
"rarely",1
"ratio",1
"ration",1
"rationale",1
"ratios",1
"raw",1
"rbcs",1
"rda",1
"rdmos",1
"reached",1
"reaffirms",1
"realignment",1
"realism",1
"realities",1
"reality",1
"reallocate",1
"reap",1
"reappraisal",1
"rebalancing",1
"rebuilt",1
"receiving",1
"recently",1
"receptive",1
"recharge",1
"recipe",1
"reclamation",1
"recognizes",1
"recognizing",1
"reconfirm",1
"reconfirmed",1
"reconfirms",1
"reconstructed",1
"reconstructing",1
"recording",1
"recourse",1
"recruit",1
"recurring",1
"redesigned",1
"redressing",1
"redundancies",1
"reef",1
"reemerging",1
"reengineered",1
"reestimation",1
"reevaluate",1
"reevaluations",1
"referred",1
"refined",1
"refinements",1
"reflects",1
"reflows",1
"reformulate",1
"reformulated",1
"regarded",1
"regimes",1
"regionally",1
"regions",1
"register",1
"registered",1
"registry",1
"regulating",1
"regulator",1
"reimbursement",1
"reimbursements",1
"reinforces",1
"reinforcing",1
"releases",1
"relending",1
"reliability",1
"relied",1
"relies",1
"relocation",1
"remarkable",1
"remc",1
"remedied",1
"remedy",1
"rendering",1
"rental",1
"renting",1
"reoprt",1
"reorganize",1
"reorient",1
"reort",1
"repair",1
"repairs",1
"repay",1
"repeating",1
"replaced",1
"replicate",1
"represent",1
"representation",1
"representations",1
"representative",1
"reputable",1
"reputational",1
"reputed",1
"request",1
"researched",1
"reservations",1
"reserved",1
"resettlementï",1
"resettlers",1
"resilience",1
"resist",1
"resolving",1
"respective",1
"respects",1
"respiratory",1
"responded",1
"responding",1
"responsive",1
"restore",1
"restored",1
"restoring",1
"restrain",1
"restricted",1
"restriction",1
"resumed",1
"retaining",1
"retention",1
"retrenchment",1
"retro",1
"retrospect",1
"returning",1
"reversals",1
"revise",1
"revisit",1
"revolved",1
"rich",1
"richer",1
"rightfully",1
"rightly",1
"rigid",1
"rigidities",1
"rigor",1
"risky",1
"riverbank",1
"roading",1
"roadmap",1
"rolled",1
"rolling",1
"room",1
"root",1
"rosy",1
"route",1
"rpcs",1
"rrps",1
"rucs",1
"rule",1
"runs",1
"rushed",1
"sabhas",1
"sacrificed",1
"safe",1
"salary",1
"samoa",1
"sampling",1
"sanxai",1
"satisfactory",1
"save",1
"saved",1
"scaling",1
"scattered",1
"scenario",1
"scene",1
"scheduled",1
"scheming",1
"scientific",1
"scoping",1
"screened",1
"seafaring",1
"seamless",1
"search",1
"sebs",1
"sec",1
"seed",1
"segregating",1
"seized",1
"selectivity",1
"sell",1
"seniority",1
"sensitizing",1
"sentence",1
"sentiment",1
"separating",1
"seriousness",1
"servants",1
"serves",1
"servicing",1
"serving",1
"ses",1
"settled",1
"setup",1
"severely",1
"severity",1
"sewerage",1
"shaanxi",1
"shifts",1
"shocks",1
"shortage",1
"shortages",1
"shortcuts",1
"shortening",1
"sidings",1
"siem",1
"significance",1
"similarity",1
"simplify",1
"simultaneous",1
"simultaneously",1
"siprp",1
"sizable",1
"skeptical",1
"skid",1
"slippages",1
"sludge",1
"slum",1
"smallholder",1
"smeda",1
"smoothly",1
"socially",1
"society",1
"sociopolitical",1
"soe",1
"soes",1
"sooner",1
"sophistication",1
"sorted",1
"sourced",1
"sourcing",1
"sovereign",1
"spanning",1
"sparse",1
"spatial",1
"spc",1
"specially",1
"speeding",1
"spelled",1
"spend",1
"spent",1
"spfmp",1
"spite",1
"sports",1
"spreads",1
"ssta",1
"stable",1
"stalled",1
"stance",1
"stand",1
"standalone",1
"standardization",1
"standardized",1
"startup",1
"stating",1
"steadily",1
"steady",1
"stemming",1
"stiffness",1
"stifled",1
"stipulate",1
"stock",1
"stored",1
"strain",1
"strapped",1
"strayed",1
"streams",1
"stressed",1
"stretch",1
"stricter",1
"struck",1
"studied",1
"subnational",1
"subscribes",1
"subscription",1
"subsector",1
"subsidies",1
"subsidized",1
"subsidizes",1
"subsistence",1
"substance",1
"substantive",1
"substantively",1
"subsumed",1
"succeeding",1
"successes",1
"succinct",1
"succinctly",1
"sudden",1
"suffer",1
"sufficiency",1
"suggesting",1
"suit",1
"summarizing",1
"summary",1
"sums",1
"sundarbans",1
"supervised",1
"supervisors",1
"supplement",1
"supplemental",1
"supplemented",1
"supplier",1
"supposed",1
"surprising",1
"surrounding",1
"survival",1
"susceptible",1
"suspended",1
"switching",1
"switchyards",1
"sxec",1
"synchronize",1
"syndrome",1
"systematically",1
"tackle",1
"tackled",1
"tackling",1
"tactics",1
"tailor",1
"tailored",1
"tajik",1
"tandem",1
"tangible",1
"tap",1
"tas",1
"tasking",1
"tasmu",1
"taxes",1
"tdb",1
"tea",1
"teamwork",1
"technically",1
"technique",1
"technological",1
"temir",1
"temperate",1
"tempered",1
"template",1
"temporarily",1
"tended",1
"tendency",1
"tendering",1
"tentative",1
"tenuous",1
"termed",1
"test",1
"textbooks",1
"thailand",1
"thecombination",1
"thegovernment",1
"theoretical",1
"theory",1
"thereto",1
"things",1
"thinking",1
"thirdly",1
"thwarted",1
"tight",1
"tighter",1
"timber",1
"timeframe",1
"timeframes",1
"timor",1
"title",1
"titles",1
"tools",1
"topographical",1
"totally",1
"tough",1
"tougher",1
"tourism",1
"tours",1
"tracks",1
"tractor",1
"trading",1
"traditionally",1
"traditions",1
"trafficable",1
"trainees",1
"trainers",1
"trains",1
"trajectory",1
"trances",1
"transferability",1
